text_id,emotion
6135,pride
6135,joy
6135,joy
6135,joy
6135,guilt
6135,guilt
6135,joy
6135,sadness
6135,surprise
6135,joy
3605,fear
3605,fear
3605,boredom
3605,guilt
3605,fear
3605,fear
3605,boredom
3605,fear
3605,surprise
3605,fear
521,guilt
521,anger
521,anger
521,guilt
521,anger
521,anger
521,anger
521,sadness
521,sadness
521,guilt
429,fear
429,anger
429,anger
429,anger
429,anger
429,anger
429,anger
429,anger
429,anger
429,fear
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
31154,fear
31154,anger
31154,fear
31154,anger
31154,fear
31154,fear
31154,anger
31154,fear
31154,anger
31154,sadness
51915,fear
51915,boredom
51915,boredom
51915,sadness
51915,sadness
51915,fear
51915,fear
51915,boredom
51915,boredom
51915,boredom
5603,anger
5603,anger
5603,anger
5603,guilt
5603,anger
5603,anger
5603,anger
5603,anger
5603,sadness
5603,anger
41225,fear
41225,relief
41225,sadness
41225,relief
41225,fear
41225,sadness
41225,sadness
41225,guilt
41225,guilt
41225,guilt
86,boredom
86,sadness
86,sadness
86,guilt
86,sadness
86,sadness
86,guilt
86,guilt
86,guilt
86,sadness
90,sadness
90,sadness
90,guilt
90,guilt
90,anger
90,guilt
90,sadness
90,anger
90,guilt
90,anger
52584,fear
52584,boredom
52584,sadness
52584,fear
52584,boredom
52584,sadness
52584,surprise
52584,surprise
52584,guilt
52584,guilt
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
6954,shame
6954,disgust
6954,shame
6954,fear
6954,shame
6954,sadness
6954,guilt
6954,disgust
6954,shame
6954,surprise
7143,guilt
7143,sadness
7143,shame
7143,sadness
7143,sadness
7143,disgust
7143,fear
7143,sadness
7143,shame
7143,sadness
363,guilt
363,shame
363,sadness
363,guilt
363,sadness
363,sadness
363,shame
363,sadness
363,sadness
363,shame
4649,shame
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,shame
4649,guilt
4649,guilt
52444,sadness
52444,sadness
52444,surprise
52444,surprise
52444,sadness
52444,joy
52444,joy
52444,joy
52444,sadness
52444,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
3423,fear
3423,fear
3423,fear
3423,fear
3423,fear
3423,sadness
3423,guilt
3423,guilt
3423,fear
3423,fear
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
7160,sadness
7160,guilt
7160,guilt
7160,sadness
7160,guilt
7160,guilt
7160,guilt
7160,sadness
7160,sadness
7160,sadness
3864,sadness
3864,joy
3864,sadness
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,surprise
3864,joy
454,guilt
454,guilt
454,guilt
454,guilt
454,guilt
454,guilt
454,guilt
454,shame
454,guilt
454,guilt
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
99,sadness
99,sadness
99,sadness
99,shame
99,shame
99,sadness
99,guilt
99,sadness
99,disgust
99,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
51775,joy
51775,sadness
51775,surprise
51775,pride
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,guilt
51240,sadness
51240,fear
51240,sadness
51240,sadness
51240,surprise
51240,fear
51240,sadness
51240,sadness
51240,value mismatch
51240,sadness
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
3975,surprise
3975,relief
3975,surprise
3975,sadness
3975,pride
3975,joy
3975,guilt
3975,surprise
3975,surprise
3975,pride
51624,pride
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,pride
51624,joy
689,guilt
689,guilt
689,anger
689,boredom
689,sadness
689,anger
689,anger
689,anger
689,sadness
689,guilt
4583,anger
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,surprise
4583,anger
4583,fear
4583,fear
4337,disgust
4337,disgust
4337,disgust
4337,disgust
4337,disgust
4337,sadness
4337,disgust
4337,sadness
4337,guilt
4337,disgust
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4594,sadness
4594,fear
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,shame
4594,sadness
6162,boredom
6162,boredom
6162,guilt
6162,boredom
6162,boredom
6162,guilt
6162,fear
6162,boredom
6162,boredom
6162,boredom
5556,disgust
5556,anger
5556,anger
5556,sadness
5556,sadness
5556,sadness
5556,anger
5556,sadness
5556,anger
5556,anger
5298,sadness
5298,disgust
5298,disgust
5298,sadness
5298,disgust
5298,sadness
5298,disgust
5298,sadness
5298,disgust
5298,disgust
5810,sadness
5810,sadness
5810,sadness
5810,sadness
5810,sadness
5810,anger
5810,sadness
5810,sadness
5810,anger
5810,shame
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4842,joy
4780,joy
4780,joy
4780,joy
4780,joy
4780,joy
4780,joy
4780,sadness
4780,joy
4780,joy
4780,joy
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
4692,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5951,guilt
5955,anger
5955,fear
5955,sadness
5955,fear
5955,sadness
5955,fear
5955,sadness
5955,fear
5955,fear
5955,fear
41260,joy
41260,joy
41260,guilt
41260,joy
41260,joy
41260,joy
41260,joy
41260,joy
41260,joy
41260,joy
6315,sadness
6315,sadness
6315,sadness
6315,sadness
6315,sadness
6315,sadness
6315,sadness
6315,guilt
6315,sadness
6315,sadness
52132,guilt
52132,sadness
52132,sadness
52132,sadness
52132,joy
52132,surprise
52132,guilt
52132,guilt
52132,guilt
52132,guilt
52046,joy
52046,joy
52046,joy
52046,relief
52046,sadness
52046,joy
52046,joy
52046,joy
52046,joy
52046,joy
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51835,sadness
51807,joy
51807,pride
51807,joy
51807,pride
51807,joy
51807,joy
51807,pride
51807,sadness
51807,pride
51807,pride
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51694,joy
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
51595,pride
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52373,sadness
52857,guilt
52857,boredom
52857,guilt
52857,boredom
52857,boredom
52857,boredom
52857,boredom
52857,disgust
52857,boredom
52857,boredom
52716,sadness
52716,shame
52716,surprise
52716,shame
52716,guilt
52716,guilt
52716,guilt
52716,surprise
52716,guilt
52716,shame
52709,fear
52709,fear
52709,disgust
52709,surprise
52709,boredom
52709,surprise
52709,fear
52709,boredom
52709,guilt
52709,fear
6304,sadness
6304,sadness
6304,sadness
6304,sadness
6304,fear
6304,sadness
6304,sadness
6304,sadness
6304,fear
6304,guilt
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6907,sadness
6804,fear
6804,guilt
6804,relief
6804,relief
6804,fear
6804,fear
6804,fear
6804,guilt
6804,fear
6804,value mismatch
6422,guilt
6422,guilt
6422,shame
6422,guilt
6422,guilt
6422,shame
6422,shame
6422,guilt
6422,guilt
6422,guilt
6337,sadness
6337,sadness
6337,boredom
6337,fear
6337,sadness
6337,boredom
6337,boredom
6337,disgust
6337,sadness
6337,boredom
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
31304,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51139,joy
51285,joy
51285,joy
51285,joy
51285,joy
51285,joy
51285,joy
51285,joy
51285,joy
51285,sadness
51285,joy
4170,boredom
4170,guilt
4170,guilt
4170,sadness
4170,boredom
4170,guilt
4170,guilt
4170,boredom
4170,guilt
4170,boredom
21,shame
21,anger
21,guilt
21,shame
21,sadness
21,guilt
21,disgust
21,anger
21,shame
21,guilt
2212,joy
2212,joy
2212,joy
2212,joy
2212,joy
2212,joy
2212,joy
2212,joy
2212,joy
2212,surprise
553,guilt
553,shame
553,disgust
553,guilt
553,surprise
553,guilt
553,guilt
553,guilt
553,guilt
553,disgust
3143,boredom
3143,boredom
3143,boredom
3143,boredom
3143,boredom
3143,boredom
3143,boredom
3143,boredom
