text_id,emotion
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
521,anger
521,anger
521,anger
521,anger
521,anger
521,anger
521,anger
521,anger
521,anger
521,anger
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
468,anger
468,anger
468,anger
468,anger
468,anger
468,anger
468,anger
468,anger
468,anger
468,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
31154,anger
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
51915,joy
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
86,joy
86,joy
86,joy
86,joy
86,joy
86,joy
86,joy
86,joy
86,joy
86,joy
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
52584,surprise
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
6954,shame
7143,sadness
7143,sadness
7143,sadness
7143,sadness
7143,surprise
7143,sadness
7143,sadness
7143,sadness
7143,sadness
7143,sadness
363,guilt
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
4649,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3423,sadness
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
3117,anger
7160,sadness
7160,sadness
7160,shame
7160,sadness
7160,guilt
7160,sadness
7160,sadness
7160,guilt
7160,shame
7160,shame
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
454,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
51240,joy
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
689,value mismatch
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4583,fear
4337,surprise
4337,fear
4337,anger
4337,fear
4337,surprise
4337,surprise
4337,fear
4337,fear
4337,fear
4337,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
4594,anger
6162,sadness
6162,value mismatch
6162,value mismatch
6162,sadness
6162,value mismatch
6162,sadness
6162,sadness
6162,value mismatch
6162,value mismatch
6162,value mismatch
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5556,anger
5298,boredom
5298,boredom
5298,sadness
5298,boredom
5298,boredom
5298,boredom
5298,boredom
5298,boredom
5298,boredom
5298,boredom
5810,fear
5810,fear
5810,fear
5810,fear
5810,fear
5810,fear
