text_id,emotion
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
6135,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
3605,joy
521,anger
521,anger
521,anger
521,anger
521,anger
521,value mismatch
521,anger
521,anger
521,anger
521,anger
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
429,fear
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
468,sadness
31154,fear
31154,fear
31154,fear
31154,fear
31154,surprise
31154,fear
31154,fear
31154,fear
31154,fear
31154,surprise
51915,value mismatch
51915,value mismatch
51915,relief
51915,value mismatch
51915,relief
51915,value mismatch
51915,joy
51915,relief
51915,joy
51915,joy
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
5603,anger
41225,fear
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
41225,joy
86,pride
86,pride
86,pride
86,pride
86,pride
86,pride
86,pride
86,pride
86,pride
86,pride
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
90,anger
52584,value mismatch
52584,value mismatch
52584,fear
52584,value mismatch
52584,fear
52584,fear
52584,surprise
52584,surprise
52584,fear
52584,value mismatch
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
2129,joy
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
6954,guilt
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
7143,relief
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
363,anger
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,guilt
4649,fear
4649,guilt
4649,guilt
52444,surprise
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
52444,joy
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
6192,sadness
3423,sadness
3423,fear
3423,fear
3423,fear
3423,fear
3423,fear
3423,sadness
3423,fear
3423,fear
3423,disgust
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3546,joy
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
3117,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
7160,sadness
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
3864,joy
454,anger
454,anger
454,anger
454,anger
454,anger
454,anger
454,anger
454,anger
454,anger
454,anger
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
52289,sadness
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
5247,boredom
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
99,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
822,sadness
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51775,joy
51240,joy
51240,fear
51240,joy
51240,joy
51240,joy
51240,fear
51240,joy
51240,joy
51240,joy
51240,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
4636,fear
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
3975,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
51624,joy
689,anger
689,sadness
689,disgust
689,anger
689,sadness
689,sadness
689,disgust
689,anger
689,disgust
689,value mismatch
4583,disgust
4583,disgust
4583,fear
4583,surprise
4583,surprise
4583,surprise
4583,surprise
4583,disgust
4583,surprise
4583,surprise
4337,value mismatch
4337,disgust
4337,surprise
4337,disgust
4337,surprise
4337,disgust
4337,disgust
4337,surprise
4337,surprise
4337,disgust
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4609,fear
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
4594,sadness
6162,value mismatch
6162,value mismatch
6162,value mismatch
6162,value mismatch
6162,value mismatch
6162,boredom
6162,value mismatch
6162,value mismatch
6162,value mismatch
6162,value mismatch
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5556,disgust
5298,boredom
5298,boredom
5298,sadness
5298,sadness
5298,sadness
5298,sadness
5298,value mismatch
